alpha,beta,living_loss,object_loss,living_acc,object_acc,avg_loss,worst_loss,avg_acc,worst_acc
-0.1,1.0999999999999999,3.6977376810709637,0.3948577880859375,0.3233333333333333,0.8775,2.0462977345784505,3.6977376810709637,0.6004166666666666,0.3233333333333333
-0.1,1.175,4.069425252278646,0.4064645767211914,0.29833333333333334,0.875,2.2379449144999186,4.069425252278646,0.5866666666666667,0.29833333333333334
-0.1,1.25,4.459216969807943,0.4196963024139404,0.2783333333333333,0.875,2.4394566361109415,4.459216969807943,0.5766666666666667,0.2783333333333333
-0.025000000000000022,-0.25,0.8397753524780274,0.7458962059020996,0.7616666666666667,0.7775,0.7928357791900635,0.8397753524780274,0.7695833333333333,0.7616666666666667
-0.025000000000000022,-0.175,0.8552484385172526,0.6649046325683594,0.7583333333333333,0.795,0.7600765355428061,0.8552484385172526,0.7766666666666666,0.7583333333333333
-0.025000000000000022,-0.1,0.8761621983846029,0.598299560546875,0.7516666666666667,0.8125,0.737230879465739,0.8761621983846029,0.7820833333333334,0.7516666666666667
-0.025000000000000022,-0.025000000000000022,0.9037267430623372,0.5436663246154785,0.7416666666666667,0.8325,0.7236965338389079,0.9037267430623372,0.7870833333333334,0.7416666666666667
-0.025000000000000022,0.04999999999999999,0.9393945566813151,0.49908903121948245,0.735,0.8275,0.7192417939503988,0.9393945566813151,0.78125,0.735
-0.025000000000000022,0.125,0.9849018732706706,0.46305490493774415,0.7216666666666667,0.8375,0.7239783891042073,0.9849018732706706,0.7795833333333333,0.7216666666666667
-0.025000000000000022,0.19999999999999996,1.042206039428711,0.43432352066040036,0.71,0.855,0.7382647800445556,1.042206039428711,0.7825,0.71
-0.025000000000000022,0.275,1.1133413569132486,0.4118166351318359,0.6733333333333333,0.86,0.7625789960225423,1.1133413569132486,0.7666666666666666,0.6733333333333333
-0.025000000000000022,0.35,1.20031795501709,0.3945778465270996,0.655,0.8625,0.7974479007720947,1.20031795501709,0.75875,0.655
-0.025000000000000022,0.42499999999999993,1.3051621119181316,0.3817859554290772,0.64,0.8725,0.8434740336736044,1.3051621119181316,0.7562500000000001,0.64
